"Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","CsMchSD","HsMchSD","CrMchSD","HrMchSD","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","Filename","Timestamp","Comments","Subplot","Veg_plot","In_out","Species","final_ID","Canopy_status","Maximum_DBH_estimate_when_tagged_cm","girdled.","Year","IRGA_covered_area","Asat_multiplier"
2,"12:46:34",238.5,0,1.67,0.0222,272,0.292,1.27,27.13,6,1.42,1,2.84,25.87,27.13,25.04,402.15,400.01,23.245,23.587,68.68,69.69,500.2,2000,76,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1101_20200717",2020-07-17 12:44:48,"12:44:49 ; ","C02E","SW","i","pist",1101,"sap",2,"n",2020,0.23,26.2
3,"12:46:35",239.5,0,1.69,0.0219,269,0.289,1.28,27.14,6,1.42,1,2.84,25.87,27.14,25.04,402.15,399.99,23.247,23.586,68.69,69.69,500.3,2000,84,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1101_20200717",2020-07-17 12:44:48,"12:44:49 ; ","C02E","SW","i","pist",1101,"sap",2,"n",2020,0.23,26.2
4,"12:46:36",240.5,0,1.75,0.022,265,0.29,1.28,27.14,6,1.42,1,2.84,25.87,27.14,25.04,402.2,399.96,23.247,23.586,68.69,69.69,500.3,2000,90,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1101_20200717",2020-07-17 12:44:48,"12:44:49 ; ","C02E","SW","i","pist",1101,"sap",2,"n",2020,0.23,26.2
5,"12:46:37",241.5,0,1.7,0.0218,267,0.288,1.28,27.16,6,1.42,1,2.84,25.87,27.16,25.04,402.13,399.95,23.25,23.587,68.69,69.69,500.3,2000,98,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1101_20200717",2020-07-17 12:44:48,"12:44:49 ; ","C02E","SW","i","pist",1101,"sap",2,"n",2020,0.23,26.2
1,"12:39:53",240,0,1.59,0.0195,262,0.259,1.28,27.05,6,1.42,1,2.84,25.84,27.05,25.04,401.9,399.87,23.054,23.357,68.25,69.14,500.3,1999,60,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1102_20200717",2020-07-17 12:36:35,"12:36:37 ; ","C02E","SW","i","pist",1102,"sap",2,"n",2020,0.14,41.67
2,"12:39:54",241,0,1.64,0.0195,258,0.259,1.28,27.05,6,1.42,1,2.84,25.84,27.05,25.04,401.96,399.88,23.053,23.356,68.24,69.14,500.3,1999,60,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1102_20200717",2020-07-17 12:36:35,"12:36:37 ; ","C02E","SW","i","pist",1102,"sap",2,"n",2020,0.14,41.67
3,"12:39:55",242,0,1.66,0.0196,256,0.26,1.28,27.06,6,1.42,1,2.84,25.84,27.06,25.04,402.04,399.92,23.052,23.357,68.24,69.14,500.3,1999,81,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1102_20200717",2020-07-17 12:36:35,"12:36:37 ; ","C02E","SW","i","pist",1102,"sap",2,"n",2020,0.14,41.67
4,"12:39:56",242.5,0,1.69,0.0197,255,0.261,1.28,27.06,6,1.42,1,2.84,25.84,27.06,25.04,402.07,399.92,23.051,23.357,68.23,69.14,500.3,1999,100,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1102_20200717",2020-07-17 12:36:35,"12:36:37 ; ","C02E","SW","i","pist",1102,"sap",2,"n",2020,0.14,41.67
5,"12:39:57",243.5,0,1.67,0.0196,256,0.26,1.28,27.07,6,1.42,1,2.84,25.84,27.07,25.04,402.08,399.95,23.05,23.355,68.23,69.13,500.3,1999,102,98.94,-0.704,0.615,0.0599,0.003,0.0757,0.00375,1,-0.22,2.74,1,0,0.16,111115,"1102_20200717",2020-07-17 12:36:35,"12:36:37 ; ","C02E","SW","i","pist",1102,"sap",2,"n",2020,0.14,41.67
1,"11:00:24",204,0,3.66,0.0469,265,0.679,1.42,22.91,6,1.42,1,2.84,24.24,22.91,25.07,404.76,400.04,13.187,13.99,42.82,45.43,500.4,1999,22,98.69,-3.48,0.523,0.0406,0.00329,0.0242,0.00427,1,-0.22,2.74,1,0,0.16,111115,"1198_20200720",2020-07-20 10:58:06,"10:58:08 ; ","C03W","SE","o","fagr",1198,"un",9,"n",2020,6,1
2,"11:00:25",205,0,3.69,0.0471,265,0.681,1.42,22.9,6,1.42,1,2.84,24.24,22.9,25.07,404.8,400.05,13.187,13.993,42.82,45.44,500.4,1999,22,98.69,-3.48,0.523,0.0406,0.00329,0.0242,0.00427,1,-0.22,2.74,1,0,0.16,111115,"1198_20200720",2020-07-20 10:58:06,"10:58:08 ; ","C03W","SE","o","fagr",1198,"un",9,"n",2020,6,1
3,"11:00:26",206,0,3.69,0.0471,265,0.682,1.42,22.9,6,1.42,1,2.84,24.25,22.9,25.07,404.85,400.1,13.188,13.994,42.82,45.44,500.4,1999,22,98.69,-3.48,0.523,0.0406,0.00329,0.0242,0.00427,1,-0.22,2.74,1,0,0.16,111115,"1198_20200720",2020-07-20 10:58:06,"10:58:08 ; ","C03W","SE","o","fagr",1198,"un",9,"n",2020,6,1
4,"11:00:27",207,0,3.64,0.0472,267,0.683,1.42,22.9,6,1.42,1,2.84,24.24,22.9,25.07,404.79,400.1,13.186,13.993,42.82,45.44,500.3,1999,22,98.69,-3.48,0.523,0.0406,0.00329,0.0242,0.00427,1,-0.22,2.74,1,0,0.16,111115,"1198_20200720",2020-07-20 10:58:06,"10:58:08 ; ","C03W","SE","o","fagr",1198,"un",9,"n",2020,6,1
5,"11:00:28",208,0,3.62,0.0473,268,0.684,1.42,22.9,6,1.42,1,2.84,24.24,22.9,25.07,404.82,400.15,13.186,13.995,42.82,45.45,500.3,1999,22,98.69,-3.48,0.523,0.0406,0.00329,0.0242,0.00427,0.7,-0.22,2.74,1,0,0.16,111115,"1198_20200720",2020-07-20 10:58:06,"10:58:08 ; ","C03W","SE","o","fagr",1198,"un",9,"n",2020,6,1
1,"12:15:58",238.5,0,3.75,0.0441,254,0.647,1.44,23.43,6,1.42,1,2.84,24.56,23.43,25.06,404.5,399.69,13.984,14.748,44.57,47.01,500.3,2000,62,98.74,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1272_20200720",2020-07-20 12:14:56,"12:14:57 ; ","C03E","NE","i","acpe",1272,"sap",3,"n",2020,6,1
2,"12:15:59",239.5,0,3.78,0.0438,252,0.643,1.44,23.43,6,1.42,1,2.84,24.56,23.43,25.06,404.52,399.68,13.989,14.749,44.59,47.01,500.3,2000,60,98.74,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1272_20200720",2020-07-20 12:14:56,"12:14:57 ; ","C03E","NE","i","acpe",1272,"sap",3,"n",2020,6,1
3,"12:15:59",240,0,3.8,0.0439,252,0.644,1.44,23.43,6,1.42,1,2.84,24.56,23.43,25.06,404.54,399.67,13.988,14.749,44.59,47.01,500.4,2000,59,98.74,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1272_20200720",2020-07-20 12:14:56,"12:14:57 ; ","C03E","NE","i","acpe",1272,"sap",3,"n",2020,6,1
4,"12:16:00",241,0,3.94,0.0439,247,0.643,1.44,23.43,6,1.42,1,2.84,24.56,23.43,25.06,404.76,399.73,13.991,14.751,44.59,47.02,500.4,1999,57,98.74,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1272_20200720",2020-07-20 12:14:56,"12:14:57 ; ","C03E","NE","i","acpe",1272,"sap",3,"n",2020,6,1
5,"12:16:01",241.5,0,3.97,0.0439,245,0.643,1.44,23.42,6,1.42,1,2.84,24.56,23.42,25.06,404.82,399.75,13.993,14.752,44.6,47.02,500.4,1999,57,98.74,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,1,-0.22,2.74,1,0,0.16,111115,"1272_20200720",2020-07-20 12:14:56,"12:14:57 ; ","C03E","NE","i","acpe",1272,"sap",3,"n",2020,6,1
1,"12:05:33",328.5,0,7.05,0.099,275,1.36,1.37,23.34,6,1.42,1,2.84,24.45,23.34,25.06,409.03,399.92,13.652,15.256,43.82,48.97,500.4,1999,109,98.75,-3.48,0.508,0.0506,0.0072,0.0354,0.00706,1,-0.22,2.74,1,0,0.16,111115,"1273_20200720",2020-07-20 12:00:46,"12:00:47 ; ","C03E","NE","i","acpe",1273,"sap",3,"n",2020,6,1
2,"12:05:34",329.5,0,7.09,0.0988,274,1.36,1.37,23.34,6,1.42,1,2.84,24.45,23.34,25.06,409.08,399.93,13.654,15.256,43.83,48.97,500.4,1999,108,98.75,-3.48,0.508,0.0506,0.0072,0.0354,0.00706,1,-0.22,2.74,1,0,0.16,111115,"1273_20200720",2020-07-20 12:00:46,"12:00:47 ; ","C03E","NE","i","acpe",1273,"sap",3,"n",2020,6,1
3,"12:05:35",330.5,0,7.18,0.0988,273,1.36,1.37,23.35,6,1.42,1,2.84,24.45,23.35,25.06,409.19,399.92,13.652,15.256,43.83,48.98,500.4,1999,108,98.75,-3.48,0.508,0.0506,0.0072,0.0354,0.00706,1,-0.22,2.74,1,0,0.16,111115,"1273_20200720",2020-07-20 12:00:46,"12:00:47 ; ","C03E","NE","i","acpe",1273,"sap",3,"n",2020,6,1
4,"12:05:36",331,0,7.21,0.0987,272,1.36,1.37,23.36,6,1.42,1,2.84,24.45,23.36,25.06,409.24,399.94,13.653,15.257,43.83,48.98,500.4,1999,108,98.75,-3.48,0.508,0.0506,0.0072,0.0354,0.00706,1,-0.22,2.74,1,0,0.16,111115,"1273_20200720",2020-07-20 12:00:46,"12:00:47 ; ","C03E","NE","i","acpe",1273,"sap",3,"n",2020,6,1
5,"12:05:37",331.5,0,7.23,0.0987,272,1.36,1.37,23.36,6,1.42,1,2.84,24.45,23.36,25.06,409.28,399.95,13.654,15.257,43.84,48.98,500.4,1999,108,98.75,-3.48,0.508,0.0506,0.0072,0.0354,0.00706,1,-0.22,2.74,1,0,0.16,111115,"1273_20200720",2020-07-20 12:00:46,"12:00:47 ; ","C03E","NE","i","acpe",1273,"sap",3,"n",2020,6,1
1,"12:10:32",208.5,0,4.62,0.0617,270,0.905,1.45,23.51,6,1.42,1,2.84,24.46,23.51,25.07,405.92,399.94,13.721,14.79,44.02,47.45,500.4,2000,68,98.75,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1274_20200720",2020-07-20 12:07:24,"12:07:25 ; ","C03E","NE","i","acpe",1274,"sap",2,"n",2020,6,1
2,"12:10:33",209.5,0,4.66,0.0619,269,0.907,1.45,23.5,6,1.42,1,2.84,24.46,23.5,25.06,405.95,399.93,13.719,14.791,44.02,47.45,500.4,2000,74,98.75,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1274_20200720",2020-07-20 12:07:24,"12:07:25 ; ","C03E","NE","i","acpe",1274,"sap",2,"n",2020,6,1
3,"12:10:34",210.5,0,4.66,0.0621,269,0.908,1.44,23.49,6,1.42,1,2.84,24.46,23.49,25.06,405.95,399.92,13.719,14.792,44.02,47.46,500.2,2000,79,98.75,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1274_20200720",2020-07-20 12:07:24,"12:07:25 ; ","C03E","NE","i","acpe",1274,"sap",2,"n",2020,6,1
4,"12:10:35",211,0,4.64,0.0621,270,0.907,1.44,23.48,6,1.42,1,2.84,24.45,23.48,25.06,405.95,399.94,13.719,14.791,44.02,47.46,500.2,2000,80,98.75,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1274_20200720",2020-07-20 12:07:24,"12:07:25 ; ","C03E","NE","i","acpe",1274,"sap",2,"n",2020,6,1
5,"12:10:35",212,0,4.6,0.0622,271,0.907,1.44,23.47,6,1.42,1,2.84,24.45,23.47,25.06,405.92,399.96,13.719,14.791,44.02,47.46,500.2,2000,81,98.75,-3.6,0.52,0.0821,0.00248,0.0759,0.00183,0.7,-0.22,2.74,1,0,0.16,111115,"1274_20200720",2020-07-20 12:07:24,"12:07:25 ; ","C03E","NE","i","acpe",1274,"sap",2,"n",2020,6,1
1,"16:00:08",326.5,0,7.1,0.121,296,1.48,1.22,26.66,6,1.42,1,2.84,25.78,26.66,25.04,409.14,399.91,21.408,23.144,63.55,68.7,500.3,2000,68,98.87,-1.35,0.585,0.185,0.00772,0.162,0.00611,1,-0.22,2.74,1,0,0.16,111115,"1451_20200717",2020-07-17 15:55:43,"15:55:45 ; ","C04W","NW","i","acru",1451,"sap",3,"n",2020,6,1
2,"16:00:09",327.5,0,7.1,0.121,296,1.48,1.22,26.67,6,1.42,1,2.84,25.78,26.67,25.04,409.13,399.9,21.407,23.144,63.55,68.7,500.2,2000,69,98.87,-1.35,0.585,0.185,0.00772,0.162,0.00611,1,-0.22,2.74,1,0,0.16,111115,"1451_20200717",2020-07-17 15:55:43,"15:55:45 ; ","C04W","NW","i","acru",1451,"sap",3,"n",2020,6,1
3,"16:00:09",328,0,7.09,0.122,296,1.48,1.22,26.66,6,1.42,1,2.84,25.78,26.66,25.04,409.14,399.92,21.407,23.144,63.55,68.7,500.2,2000,71,98.87,-1.35,0.585,0.185,0.00772,0.162,0.00611,1,-0.22,2.74,1,0,0.16,111115,"1451_20200717",2020-07-17 15:55:43,"15:55:45 ; ","C04W","NW","i","acru",1451,"sap",3,"n",2020,6,1
4,"16:00:10",329,0,7.07,0.122,297,1.48,1.22,26.66,6,1.42,1,2.84,25.78,26.66,25.04,409.09,399.9,21.407,23.146,63.55,68.71,500.1,2000,75,98.87,-1.35,0.585,0.185,0.00772,0.162,0.00611,1,-0.22,2.74,1,0,0.16,111115,"1451_20200717",2020-07-17 15:55:43,"15:55:45 ; ","C04W","NW","i","acru",1451,"sap",3,"n",2020,6,1
5,"16:00:11",330,0,7.07,0.122,297,1.49,1.22,26.64,6,1.42,1,2.84,25.78,26.64,25.04,409.08,399.89,21.403,23.145,63.54,68.71,500.1,2000,80,98.87,-1.35,0.585,0.185,0.00772,0.162,0.00611,1,-0.22,2.74,1,0,0.16,111115,"1451_20200717",2020-07-17 15:55:43,"15:55:45 ; ","C04W","NW","i","acru",1451,"sap",3,"n",2020,6,1
1,"14:32:49",24,0,1.82,0.0161,211,0.235,1.4,27.89,6,1.42,1,2.84,26.13,27.89,25.2,402.35,400.06,23.659,23.934,68.79,69.59,500.1,1999,81,98.9,-1.48,0.557,0.0216,0.000602,0.0477,0.00275,1,-0.22,2.74,1,0,0.16,111115,"1515_20200717",2020-07-17 14:32:44,"14:32:46 ; ","C04E","SW","i","pist",1515,"sap",2,"n",2020,6,1
2,"14:32:50",24.5,0,1.78,0.0161,215,0.234,1.4,27.89,6,1.42,1,2.84,26.13,27.89,25.19,402.32,400.08,23.659,23.934,68.8,69.59,500.1,1999,95,98.9,-1.48,0.557,0.0216,0.000602,0.0477,0.00275,1,-0.22,2.74,1,0,0.16,111115,"1515_20200717",2020-07-17 14:32:44,"14:32:46 ; ","C04E","SW","i","pist",1515,"sap",2,"n",2020,6,1
3,"14:32:50",25.5,0,1.79,0.0162,215,0.236,1.4,27.89,6,1.42,1,2.84,26.13,27.89,25.17,402.35,400.09,23.659,23.935,68.8,69.6,500.1,1999,127,98.9,-1.48,0.557,0.0216,0.000602,0.0477,0.00275,1,-0.22,2.74,1,0,0.16,111115,"1515_20200717",2020-07-17 14:32:44,"14:32:46 ; ","C04E","SW","i","pist",1515,"sap",2,"n",2020,6,1
4,"14:32:51",26.5,0,1.78,0.0163,217,0.238,1.41,27.91,6,1.42,1,2.84,26.13,27.91,25.15,402.33,400.08,23.658,23.937,68.81,69.62,500.1,1999,154,98.9,-1.48,0.557,0.0216,0.000602,0.0477,0.00275,1,-0.22,2.74,1,0,0.16,111115,"1515_20200717",2020-07-17 14:32:44,"14:32:46 ; ","C04E","SW","i","pist",1515,"sap",2,"n",2020,6,1
5,"14:32:52",27,0,1.82,0.0162,212,0.237,1.41,27.91,6,1.42,1,2.84,26.13,27.91,25.13,402.38,400.08,23.658,23.936,68.82,69.63,500.1,1999,165,98.9,-1.48,0.557,0.0216,0.000602,0.0477,0.00275,1,-0.22,2.74,1,0,0.16,111115,"1515_20200717",2020-07-17 14:32:44,"14:32:46 ; ","C04E","SW","i","pist",1515,"sap",2,"n",2020,6,1
1,"12:02:29",343.5,0,6.92,0.122,296,2.08,1.7,27.51,6,1.42,1,2.84,26.01,27.51,25.04,409.08,399.79,17.717,20.162,51.61,58.73,500.3,1999,31,98.34,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1592_20200709",2020-07-09 11:57:08,"11:57:10 ; ","B01W","SE","i","acru",1592,"sap",3,"n",2020,6,1
2,"12:02:30",344.5,0,6.99,0.122,295,2.08,1.7,27.51,6,1.42,1,2.84,26.01,27.51,25.04,409.1,399.72,17.717,20.167,51.61,58.74,500.3,1999,31,98.34,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1592_20200709",2020-07-09 11:57:08,"11:57:10 ; ","B01W","SE","i","acru",1592,"sap",3,"n",2020,6,1
3,"12:02:31",345.5,0,6.95,0.122,295,2.09,1.7,27.51,6,1.42,1,2.84,26.01,27.51,25.04,409.02,399.68,17.719,20.172,51.61,58.76,500.3,1999,31,98.34,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1592_20200709",2020-07-09 11:57:08,"11:57:10 ; ","B01W","SE","i","acru",1592,"sap",3,"n",2020,6,1
4,"12:02:32",346,0,6.96,0.122,295,2.09,1.7,27.51,6,1.42,1,2.84,26.01,27.51,25.04,409.02,399.67,17.719,20.173,51.62,58.76,500.3,1999,31,98.34,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1592_20200709",2020-07-09 11:57:08,"11:57:10 ; ","B01W","SE","i","acru",1592,"sap",3,"n",2020,6,1
5,"12:02:32",347,0,6.98,0.123,295,2.09,1.7,27.5,6,1.42,1,2.84,26.01,27.5,25.04,409.02,399.65,17.719,20.177,51.62,58.78,500.2,2000,31,98.34,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1592_20200709",2020-07-09 11:57:08,"11:57:10 ; ","B01W","SE","i","acru",1592,"sap",3,"n",2020,6,1
1,"12:08:31",200,0,4.74,0.0687,278,1.12,1.6,27.21,6,1.42,1,2.84,25.97,27.21,25.04,406.05,399.83,19.279,20.597,56.29,60.14,500.2,2001,125,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1594_20200709",2020-07-09 12:05:32,"12:05:33 ; ","B01W","SE","i","acru",1594,"sap",3,"n",2020,6,1
2,"12:08:32",201,0,4.81,0.0686,276,1.12,1.6,27.21,6,1.42,1,2.84,25.97,27.21,25.04,406.16,399.85,19.278,20.595,56.29,60.14,500.3,2001,137,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1594_20200709",2020-07-09 12:05:32,"12:05:33 ; ","B01W","SE","i","acru",1594,"sap",3,"n",2020,6,1
3,"12:08:33",202,0,4.73,0.0686,278,1.12,1.6,27.23,6,1.42,1,2.84,25.97,27.23,25.04,406.11,399.89,19.275,20.596,56.29,60.14,500.3,2001,158,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1594_20200709",2020-07-09 12:05:32,"12:05:33 ; ","B01W","SE","i","acru",1594,"sap",3,"n",2020,6,1
4,"12:08:34",202.5,0,4.74,0.0685,278,1.12,1.6,27.24,6,1.42,1,2.84,25.97,27.24,25.04,406.14,399.91,19.277,20.595,56.29,60.14,500.2,2001,151,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1594_20200709",2020-07-09 12:05:32,"12:05:33 ; ","B01W","SE","i","acru",1594,"sap",3,"n",2020,6,1
5,"12:08:35",203.5,0,4.76,0.0682,277,1.12,1.61,27.25,6,1.42,1,2.84,25.97,27.25,25.04,406.2,399.95,19.278,20.593,56.29,60.13,500.2,2000,149,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1594_20200709",2020-07-09 12:05:32,"12:05:33 ; ","B01W","SE","i","acru",1594,"sap",3,"n",2020,6,1
1,"12:16:34",301,0,3.63,0.0696,305,1.15,1.62,27.19,6,1.42,1,2.84,25.93,27.19,25.04,404.98,400.07,18.934,20.291,55.41,59.37,500.3,1999,18,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1595_20200709",2020-07-09 12:11:51,"12:11:53 ; ","B01W","SE","i","fagr",1595,"sap",2,"n",2020,6,1
2,"12:16:35",302,0,3.66,0.0701,305,1.16,1.62,27.17,6,1.42,1,2.84,25.93,27.17,25.04,404.98,400.04,18.931,20.292,55.4,59.38,500.3,1999,18,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1595_20200709",2020-07-09 12:11:51,"12:11:53 ; ","B01W","SE","i","fagr",1595,"sap",2,"n",2020,6,1
3,"12:16:36",303,0,3.6,0.0702,307,1.16,1.62,27.16,6,1.42,1,2.84,25.93,27.16,25.04,404.95,400.08,18.93,20.293,55.39,59.38,500.3,1999,18,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1595_20200709",2020-07-09 12:11:51,"12:11:53 ; ","B01W","SE","i","fagr",1595,"sap",2,"n",2020,6,1
4,"12:16:37",304,0,3.6,0.0704,307,1.16,1.62,27.16,6,1.42,1,2.84,25.93,27.16,25.04,404.97,400.1,18.931,20.295,55.4,59.39,500.3,1999,18,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1595_20200709",2020-07-09 12:11:51,"12:11:53 ; ","B01W","SE","i","fagr",1595,"sap",2,"n",2020,6,1
5,"12:16:38",305,0,3.6,0.0705,307,1.16,1.62,27.16,6,1.42,1,2.84,25.93,27.16,25.04,404.95,400.07,18.929,20.297,55.39,59.4,500.3,1999,18,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1595_20200709",2020-07-09 12:11:51,"12:11:53 ; ","B01W","SE","i","fagr",1595,"sap",2,"n",2020,6,1
1,"12:24:21",289.5,0,3.89,0.109,332,1.71,1.56,27.14,6,1.42,1,2.84,25.91,27.14,25.04,405.62,400.14,18.865,20.874,55.28,61.17,500.1,1999,3,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1627_20200709",2020-07-09 12:19:52,"12:19:55 ; ","B01W","SW","i","fagr",1627,"sap",2,"n",2020,6,1
2,"12:24:22",290.5,0,3.86,0.109,332,1.71,1.55,27.13,6,1.42,1,2.84,25.91,27.13,25.04,405.58,400.13,18.866,20.874,55.29,61.17,500.1,1999,3,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1627_20200709",2020-07-09 12:19:52,"12:19:55 ; ","B01W","SW","i","fagr",1627,"sap",2,"n",2020,6,1
3,"12:24:23",291.5,0,3.88,0.109,332,1.71,1.56,27.14,6,1.42,1,2.84,25.91,27.14,25.04,405.61,400.13,18.868,20.874,55.29,61.17,500.2,1999,3,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1627_20200709",2020-07-09 12:19:52,"12:19:55 ; ","B01W","SW","i","fagr",1627,"sap",2,"n",2020,6,1
4,"12:24:24",292.5,0,3.97,0.109,330,1.71,1.56,27.14,6,1.42,1,2.84,25.91,27.14,25.04,405.67,400.09,18.866,20.874,55.29,61.17,500.2,1999,3,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1627_20200709",2020-07-09 12:19:52,"12:19:55 ; ","B01W","SW","i","fagr",1627,"sap",2,"n",2020,6,1
5,"12:24:25",293.5,0,3.95,0.109,331,1.71,1.56,27.15,6,1.42,1,2.84,25.91,27.15,25.04,405.67,400.1,18.862,20.874,55.28,61.18,500.2,1999,3,98.36,2.04,0.161,0.0811,0.0015,0.0526,0.0019,1,-0.22,2.74,1,0,0.16,111115,"1627_20200709",2020-07-09 12:19:52,"12:19:55 ; ","B01W","SW","i","fagr",1627,"sap",2,"n",2020,6,1
1,"12:29:36",211.5,0,4.56,0.0806,298,1.35,1.64,27.37,6,1.42,1,2.84,25.96,27.37,25.04,406.15,400.03,18.878,20.464,55.16,59.8,500.2,1999,5,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1628_20200709",2020-07-09 12:26:47,"12:26:49 ; ","B01W","SW","i","fagr",1628,"sap",2,"n",2020,6,1
2,"12:29:37",212.5,0,4.57,0.0808,298,1.35,1.64,27.36,6,1.42,1,2.84,25.96,27.36,25.04,406.14,400.01,18.876,20.464,55.15,59.8,500.2,1999,5,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1628_20200709",2020-07-09 12:26:47,"12:26:49 ; ","B01W","SW","i","fagr",1628,"sap",2,"n",2020,6,1
3,"12:29:38",213.5,0,4.59,0.0809,297,1.35,1.64,27.36,6,1.42,1,2.84,25.96,27.36,25.04,406.15,400,18.875,20.464,55.15,59.79,500.3,1999,5,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1628_20200709",2020-07-09 12:26:47,"12:26:49 ; ","B01W","SW","i","fagr",1628,"sap",2,"n",2020,6,1
4,"12:29:39",214.5,0,4.59,0.0809,297,1.35,1.64,27.37,6,1.42,1,2.84,25.96,27.37,25.04,406.16,400,18.875,20.465,55.15,59.8,500.3,1999,5,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1628_20200709",2020-07-09 12:26:47,"12:26:49 ; ","B01W","SW","i","fagr",1628,"sap",2,"n",2020,6,1
5,"12:29:40",215.5,0,4.58,0.0808,297,1.35,1.65,27.38,6,1.42,1,2.84,25.96,27.38,25.04,406.15,400,18.874,20.466,55.15,59.8,500.3,1999,5,98.35,2.04,0.161,0.0811,0.0015,0.0526,0.0019,0.7,-0.22,2.74,1,0,0.16,111115,"1628_20200709",2020-07-09 12:26:47,"12:26:49 ; ","B01W","SW","i","fagr",1628,"sap",2,"n",2020,6,1
