date,tag_number,leaf_area_cm2,leaf_mass_g,LMA_gm2,IRGA_covered_area,Asat_multiplier,initials,notes
7/26/2019,667,46.14,0.1812,39.27178153,6,1,AS & AB,
7/26/2019,648,16.62,0.0818,49.21780987,6,1,AS & AB,
7/26/2019,649,38.57,0.1922,49.83147524,6,1,AS & AB,
7/26/2019,647,46.01,0.2547,55.35753097,6,1,AS & AB,
7/26/2019,637,53.03,0.2624,49.48142561,6,1,AS & AB,
7/28/2019,3216,30.93,0.152,49.14322664,6,1,AS & AB,
7/28/2019,3220,27.8,0.1133,40.75539568,6,1,AS & AB,
8/9/2019,2311,54.9,0.2471,45.00910747,6,1,AS & LH,
8/15/2019,697,52.24,0.3128,59.8774885,6,1,LTH,
8/15/2019,3301,47.13,0.1834,38.9136431,6,1,LTH,
8/15/2019,148,58.99,0.3494,59.230378,6,1,LTH,
8/15/2019,3286,45.75,0.2442,53.3770492,6,1,LTH,
8/15/2019,60,0.99,0.0165,166.666667,0.99,6.060606061,LTH,needles were accidentally dried prior to leaf area scanning
