date,plot_id,subplot_id,tag_number,leaf_area_cm2,leaf_mass_g,LMA_gm-2,IRGA_covered_area,Asat_multiplier,initials,comments,,
7/19/2021,A04,A04W,4056,50.29,0.1031,20.50109366,6,1,LTH,,,
7/19/2021,A04,A04W,4058,52.8,0.1165,22.06439394,6,1,LTH,,,
7/19/2021,A04,A04W,4059,62.89,0.1411,22.43599936,6,1,LTH,,,
7/19/2021,A04,A04W,4060,48.25,0.0995,20.62176166,6,1,LTH,,,
7/19/2021,A04,A04W,4062,95.62,0.1957,20.46642962,6,1,LTH,,,
7/19/2021,A04,A04W,4063,38.89,0.0982,25.25070712,6,1,LTH,,,
7/19/2021,A04,A04W,4064,60.83,0.1152,18.938024,6,1,LTH,,,
7/19/2021,A04,A04E,4066,50.82,0.1248,24.55726092,6,1,LTH,,,
7/19/2021,A04,A04E,4067,133.31,0.3331,24.9868727,6,1,LTH,,,
7/19/2021,A04,A04E,4071,134.14,0.3287,24.50424929,6,1,LTH,,,
7/19/2021,A04,A04E,4072,55.04,0.109,19.80377907,6,1,LTH,,,
7/19/2021,A04,A04E,4073,136.4,0.2687,19.69941349,6,1,LTH,,,
7/23/2021,B02,B02W,4076,183.97,0.5469,29.72767299,6,1,AIM,,,
7/23/2021,B02,B02W,4077,88.01,0.3029,34.41654357,6,1,AIM,,,
7/23/2021,B02,B02W,4078,65.79,0.2546,38.69889041,6,1,AIM,,,
7/23/2021,B02,B02E,4079,157.54,0.5058,32.10613178,6,1,AIM,,,
7/23/2021,B02,B02W,4080,60.72,0.1416,23.3201581,6,1,AIM,,,
7/23/2021,B02,B02E,4081,37.15,0.0921,24.79138627,6,1,AIM,,,
7/23/2021,B02,B02W,4082,33.85,0.0894,26.41063516,6,1,AIM,,,
7/23/2021,B02,B02W,4083,58.42,0.1971,33.73844574,6,1,AIM,,,
7/23/2021,B02,B02W,4084,13.91,0.0476,34.21998562,6,1,AIM,,,
7/23/2021,B02,B02E,4085,47.8,0.1328,27.78242678,6,1,AIM,,,
7/23/2021,B02,B02E,4087,55.49,0.1383,24.92340962,6,1,AIM,,,
7/23/2021,B02,B02E,4088,42.7,0.1033,24.19203747,6,1,AIM,,,
7/23/2021,B02,B02E,4089,63.14,0.1695,26.84510611,6,1,AIM,,,
7/23/2021,B02,B02E,4090,78.59,0.2136,27.17903041,6,1,AIM,,,
7/23/2021,B02,B02E,4091,38.17,0.1027,26.90594708,6,1,AIM,,,
7/23/2021,B02,B02W,4092,43.02,0.1074,24.9651325,6,1,AIM,,,
7/23/2021,B02,B02E,4093,92.82,0.2466,26.5675501,6,1,AIM,,,
7/23/2021,B02,B02E,4094,69.54,0.1707,24.5470233,6,1,AIM,,,
7/22/2021,B01,B01E,4095,168.29,0.4409,26.19882346,6,1,AIM,,,
7/22/2021,B01,B01E,4096,73.04,0.1851,25.3422782,6,1,AIM,,,
7/22/2021,B01,B01E,4097,22.24,0.0525,23.60611511,6,1,AIM,,,
7/22/2021,B01,B01E,4098,44.68,0.1076,24.08236347,6,1,AIM,,,
7/22/2021,B01,B01E,4100,52.54,0.1275,24.26722497,6,1,AIM,,,
7/22/2021,B01,B01E,4101,30.01,0.078,25.99133622,6,1,AIM,,,
7/22/2021,B01,B01E,4102,45.72,0.1178,25.76552931,6,1,AIM,,,
7/22/2021,B01,B01W,4103,131.67,0.3537,26.86261107,6,1,AIM,,,
7/22/2021,B01,B01W,4104,45.04,0.0961,21.3365897,6,1,AIM,,,
7/22/2021,B01,B01W,4105,36.27,0.0731,20.15439757,6,1,AIM,,,
7/22/2021,B01,B01W,4106,54.67,0.1147,20.98042802,6,1,AIM,,,
7/23/2021,B04,B04E,4108,42.09,0.0851,20.21857923,6,1,AIM,,,
7/23/2021,B04,B04E,4109,87.22,0.2633,30.18803027,6,1,AIM,,,
7/23/2021,B04,B04E,4110,48.84,0.1245,25.49140049,6,1,AIM,,,
7/23/2021,B04,B04E,4111,85.87,0.1846,21.49761267,6,1,AIM,,,
7/23/2021,B04,B04E,4112,62.56,0.2473,39.53005115,6,1,AIM,,,
7/23/2021,B04,B04E,4113,81.45,0.2233,27.41559239,6,1,AIM,,,
7/23/2021,B04,B04E,4114,50.97,0.1293,25.36786345,6,1,AIM,,,
7/23/2021,B04,B04W,4120,49.66,0.2109,42.46878776,6,1,AIM,,,
7/23/2021,B04,B04W,4121,86.11,0.3678,42.7128092,6,1,AIM,,,
7/23/2021,B04,B04W,4122,47.14,0.1618,34.32329232,6,1,AIM,,,
7/23/2021,B04,B04W,4123,24.16,0.0926,38.32781457,6,1,AIM,,,
7/23/2021,B04,B04W,4124,51.36,0.1894,36.87694704,6,1,AIM,,,
7/23/2021,B04,B04W,4125,49.97,0.2238,44.78687212,6,1,AIM,,,
7/23/2021,B04,B04W,4126,42.22,0.1187,28.11463761,6,1,AIM,,,
7/23/2021,B04,B04W,4127,122.73,0.5608,45.6937994,6,1,AIM,,,
7/23/2021,B02,B02W,4136,33.46,0.0752,22.47459653,6,1,AIM,,,
7/23/2021,B02,B02W,4137,94.48,0.2981,31.55165114,6,1,AIM,,,
7/22/2021,B01,B01E,4139,38.27,0.0967,25.26783381,6,1,AIM,,,
7/22/2021,B01,B01E,4601,46.73,0.1235,26.42841857,6,1,AIM,,,
7/23/2021,B04,B04E,4602,29.76,0.0756,25.40322581,6,1,AIM,,,
7/23/2021,B02,B02W,4603,75.48,0.2811,37.24165342,6,1,AIM,,,
7/19/2021,A04,A04E,4604,80.56,0.1604,19.91062562,6,1,LTH,,,
7/19/2021,A02,A02W,4605,153.5,0.6711,43.71986971,6,1,LTH,,,
7/19/2021,A02,A02W,4606,151.68,0.6757,44.54773207,6,1,LTH,,,
7/16/2021,C03,C03W,4607,65.91,0.1952,29.61614323,6,1,AIM,,,
7/16/2021,C03,C03E,4608,41.76,0.1666,39.89463602,6,1,AIM,,,
7/16/2021,C03,C03E,4609,43.52,0.1585,36.42003676,6,1,AIM,,,
7/9/2021,D04,D04W,4610,0.809,0.0153,189.1223733,0.809,7.416563659,LTH,,,
7/9/2021,D04,D04W,4611,1.026,0.0161,156.920078,1.026,5.847953216,LTH,,,
7/9/2021,D04,D04W,4612,1.516,0.0167,110.1583113,1.516,3.957783641,LTH,,,
7/9/2021,D04,D04W,4613,1.217,0.0142,116.6803615,1.217,4.930156122,LTH,,,
7/12/2021,D03,D03W,4614,82.77,0.5103,61.65277274,6,1,LTH,,,
7/12/2021,D03,D03E,4615,42.59,0.1349,31.6741019,6,1,LTH,,,
7/12/2021,D03,D03E,4616,87.8,0.2663,30.33029613,6,1,LTH,,,
7/12/2021,D03,D03E,4617,127.31,0.6342,49.8154112,6,1,LTH,,,
7/12/2021,D03,D03E,4618,95.11,0.2803,29.47113868,6,1,LTH,,,
7/9/2021,D01,D01W,4619,0.939,0.0104,110.7561235,0.939,6.389776358,LTH,,,
7/11/2021,D01,D01E,4620,65.47,0.2724,41.60684283,6,1,AIM,,,
7/11/2021,D01,D01E,4621,34.2,0.1295,37.86549708,6,1,AIM,,,
7/19/2021,A02,A02W,4626,98.15,0.4334,44.1569027,6,1,LTH,,,
7/16/2021,C03,C03W,4625,195.91,0.6527,33.31631872,6,1,AIM,,,
7/14/2021,C04,C04E,4624,27.61,0.1172,42.44838827,6,1,AIM,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
