"","Filename","final_ID","Species","Subplot","Veg_plot","In_out","Leaf_area_cm2","Leaf_mass_g","LMA_gm2","IRGA_covered_area","Asat_multiplier","Notes"
"239","C02W_acpe_01_07112018",3968,"acpe","C02W","NE","o",170.78,0.4925,28.83827146,6,1,""
"240","C02W_acpe_02_07122018",934,"acpe","C02W","SW","i",250.71,0.8742,34.86897212,6,1,""
"241","C02W_acpe_03_07122018",3976,"acpe","C02W","SW","o",162.46,0.4858,29.90274529,6,1,""
"242","C02W_acru_01_07122018",931,"acru","C02W","SW","i",64.24,0.2726,42.43462017,6,1,"some herbivory"
"243","C02W_amel_01_07122018",3977,"amel","C02W","NW","o",15.86,0.0522,32.91298865,6,1,""
"244","C02W_fagr_01_07112018",3969,"fagr","C02W","NE","o",37.27,0.1012,27.15320633,6,1,""
"245","C02W_fagr_02_07112018",3973,"fagr","C02W","SE","o",43.37,0.1108,25.54761356,6,1,"shares base with 966"
"246","C02W_fagr_03_07122018",966,"fagr","C02W","SE","o",53.91,0.1468,27.23056947,6,1,""
"247","C02W_fagr_04_07122018",3974,"fagr","C02W","SE","o",92.89,0.24,25.83701152,6,1,""
"248","C02W_fagr_05_07122018",3978,"fagr","C02W","NW","o",43.51,0.1172,26.93633647,6,1,""
"249","C02W_fagr_06_07122018",3979,"fagr","C02W","NW","o",58.97,0.2018,34.22079023,6,1,""
"250","C02W_pist_01_07112018",3970,"pist","C02W","NE","i",1.471,0.0128,87.01563562,1.471,4.07885792,""
"251","C03E_acpe_01_07272018",1274,"acpe","C03E","NE","i",126.75,0.31761,25.05798817,6,1,"redo; rained night before"
"252","C03E_acpe_02_07272018",1273,"acpe","C03E","NE","i",178.97,0.486,27.15538917,6,1,"redo; rained night before"
"253","C03E_acpe_03_07272018",1272,"acpe","C03E","NE","i",40.33,0.0877,21.74559881,6,1,"redo; rained night before"
"254","C03E_acpe_04_07272018",3181,"acpe","C03E","SW","o",256.51,0.7861,30.64597871,6,1,"redo; rained night before"
"255","C03E_acpe_05_07272018",3184,"acpe","C03E","NW","i",108.86,0.2794,25.66599302,6,1,"redo; rained night before"
"256","C03E_acpe_06_07272018",3185,"acpe","C03E","NW","i",64.99,0.15,23.08047392,6,1,"redo; rained night before"
"257","C03E_acpe_07_07272018",3186,"acpe","C03E","NW","i",231.12,0.6227,26.94271374,6,1,"redo; rained night before"
"258","C03E_fagr_01_07272018",1295,"fagr","C03E","SE","o",57.19,0.2098,36.68473509,6,1,"redo; rained night before"
"259","C03E_fagr_02_07272018",3179,"fagr","C03E","SE","o",70.83,0.1946,27.47423408,6,1,"redo; rained night before"
"260","C03E_fagr_03_07272018",1292,"fagr","C03E","SE","o",53.91,0.1617,29.99443517,6,1,"redo; rained night before"
"261","C03E_fagr_04_07272018",3182,"fagr","C03E","SW","o",64.68,0.1914,29.59183673,6,1,"redo; rained night before"
"262","C03E_fagr_05_07272018",3183,"fagr","C03E","SW","o",62.24,0.1641,26.36568123,6,1,"redo; rained night before"
"263","C03W_acpe_01_07272018",3166,"acpe","C03W","NE","o",167.2,0.4327,25.8791866,6,1,"redo; rained night before"
"264","C03W_acpe_02_07272018",3167,"acpe","C03W","NE","o",121.88,0.2827,23.19494585,6,1,"redo; rained night before"
"265","C03W_acpe_03_07272018",3168,"acpe","C03W","NE","o",108.71,0.26347,24.23604084,6,1,"redo; rained night before"
"266","C03W_acpe_04_07272018",3169,"acpe","C03W","SE","o",131.28,0.33711,25.67870201,6,1,"redo; rained night before"
"267","C03W_acpe_05_07272018",3173,"acpe","C03W","SW","o",146.82,0.40668,27.69922354,6,1,"redo; rained night before"
"268","C03W_acpe_06_07272018",3175,"acpe","C03W","NW","o",76.5,0.17091,22.34117647,6,1,"redo; rained night before"
"269","C03W_fagr_01_07272018",1198,"fagr","C03W","SE","o",61.62,0.15646,25.39110678,6,1,"redo; rained night before"
"270","C03W_fagr_02_07272018",3170,"fagr","C03W","SE","o",83.73,0.19545,23.34288785,6,1,"redo; rained night before"
"271","C03W_fagr_03_07272018",3171,"fagr","C03W","SW","o",65.82,0.18211,27.6678821,6,1,"redo; rained night before"
"272","C03W_fagr_04_07272018",3172,"fagr","C03W","SW","o",52.28,0.14089,26.94912012,6,1,"redo; rained night before"
"273","C03W_fagr_05_07272018",3174,"fagr","C03W","NW","o",42.5,0.11678,27.47764706,6,1,"redo; rained night before"
"274","C03W_fagr_06_07272018",3176,"fagr","C03W","NW","o",60.97,0.1875,30.75282926,6,1,"redo; rained night before"
"275","C04E_acpe_01_07252018",3321,"acpe","C04W","SW","o",127.87,0.3725,29.13114882,6,1,"misnamed Licor file as ""acpe_02""; RESOLVED 11/27/18"
"276","C04E_acru_01_07252018",3312,"acru","C04W","NE","o",28.65,0.1242,43.35078534,6,1,""
"277","C04E_acru_02_07252018",3322,"acru","C04W","SW","o",41.14,0.1755,42.65921245,6,1,""
"278","C04E_acru_03_07252018",1451,"acru","C04W","NW","i",28.58,0.1234,43.17704689,6,1,"some damage; herbivory; all leaves in pretty bad shape"
"279","C04E_acru_04_07252018",3326,"acru","C04W","NW","o",43.75,0.1688,38.58285714,6,1,""
"280","C04E_fagr_01_07252018",3313,"fagr","C04W","NE","o",60.16,0.1674,27.82579787,6,1,""
"281","C04E_fagr_02_07252018",3316,"fagr","C04W","SE","o",43,0.1181,27.46511628,6,1,"shares base with 1387"
"282","C04E_fagr_03_07252018",3317,"fagr","C04W","SE","o",35.95,0.0913,25.39638387,6,1,""
"283","C04E_fagr_04_07252018",3318,"fagr","C04W","SE","o",53.09,0.182,34.28140893,6,1,""
"284","C04E_fagr_05_07252018",3323,"fagr","C04W","SW","o",34.05,0.1051,30.86637298,6,1,""
"285","C04E_fagr_06_07252018",3327,"fagr","C04W","NW","o",58.92,0.1894,32.14528174,6,1,""
"286","C04E_pist_01_07252018",3314,"pist","C04W","NE","i",1.316,0.0108,82.0668693,1.316,4.559270517,""
"287","C04W_acpe_01_07252018",3329,"acpe","C04E","NE","o",141.52,0.449,31.72696439,6,1,""
"288","C04W_acpe_02_07252018",3333,"acpe","C04E","SE","o",99.45,0.28847,29.00653595,6,1,""
"289","C04W_acpe_03_07252018",3342,"acpe","C04E","NW","o",275.91,0.9341,33.85524265,6,1,""
"290","C04W_acru_01_07252018",3338,"acru","C04E","SW","o",63.01,0.2451,38.89858753,6,1,""
"291","C04W_acru_02_07252018",3339,"acru","C04E","SW","o",72.11,0.2967,41.1454722,6,1,""
"292","C04W_fagr_01_07252018",3330,"fagr","C04E","NE","o",33.26,0.0974,29.28442574,6,1,""
"293","C04W_fagr_02_07252018",3331,"fagr","C04E","NE","o",41.07,0.1347,32.79766253,6,1,""
"294","C04W_fagr_03_07252018",3334,"fagr","C04E","SE","o",100.1,0.34717,34.68231768,6,1,""
"295","C04W_fagr_04_07252018",3335,"fagr","C04E","SE","o",63.58,0.1703,26.78515256,6,1,""
"296","C04W_fagr_05_07252018",3340,"fagr","C04E","SW","o",69.07,0.2169,31.40292457,6,1,""
"297","C04W_fagr_06_07252018",3343,"fagr","C04E","NW","o",43.51,0.1303,29.94713859,6,1,""
"298","C04W_fagr_07_07252018",3344,"fagr","C04E","NW","o",49.08,0.1734,35.33007335,6,1,""
"299","C04W_pist_01_07252018",1515,"pist","C04E","SW","i",1.161,0.082,706.287683,1.161,5.167958656,""
"300","D01E_acru_01_07242018",647,"acru","D01E","NE","i",94.35,0.51102,54.16216216,6,1,""
"301","D01E_acru_02_07242018",648,"acru","D01E","NE","i",49.35,0.22454,45.49949341,6,1,""
"302","D01E_acru_03_07242018",649,"acru","D01E","NE","i",73.66,0.38456,52.20743959,6,1,""
"303","D01E_acru_04_07242018",3214,"acru","D01E","SW","o",38.86,0.20344,52.35203294,6,1,""
"304","D01E_acru_05_07242018",3216,"acru","D01E","NW","o",43.33,0.2063,47.61135472,6,1,""
"305","D01E_acru_06_07242018",3217,"acru","D01E","NW","o",49.18,0.28909,58.78202521,6,1,""
"306","D01E_fagr_01_07242018",667,"fagr","D01E","SE","i",72.81,0.23215,31.88435654,6,1,""
"307","D01E_fagr_02_07242018",668,"fagr","D01E","SE","i",57.89,0.17941,30.99153567,6,1,""
"308","D01E_fagr_03_07242018",3213,"fagr","D01E","SE","o",36.13,0.0929,25.71270412,6,1,""
"309","D01E_pist_01_07242018",689,"pist","D01E","SW","i",1.319,0.0108,81.88021228,1.319,4.548900682,""
"310","D01E_quru_01_07242018",690,"quru","D01E","SW","o",62.85,0.26248,41.76292761,6,1,""
"311","D01E_quru_02_07242018",697,"quru","D01E","SW","o",44.49,0.24554,55.18993032,6,1,""
"312","D01E_quru_03_07242018",707,"quru","D01E","NW","o",55.02,0.23177,42.12468193,6,1,""
"313","D01W_fagr_01_07242018",3220,"fagr","D01W","NE","o",51.8,0.1881,36.31274131,6,1,""
"314","D01W_pire_01_07242018",3221,"pire","D01W","NE","o",0.775,0.0104,134.1935484,0.775,7.741935484,""
"315","D01W_pist_01_07242018",620,"pist","D01W","SE","i",1.182,0.0082,69.37394247,1.182,5.076142132,""
"316","D01W_pist_02_07242018",625,"pist","D01W","SE","i",1.204,0.0089,73.92026578,1.204,4.983388704,""
"317","D01W_pist_03_07242018",3224,"pist","D01W","SE","o",1.218,0.0102,83.74384236,1.218,4.926108374,""
"318","D01W_pist_04_07242018",3225,"pist","D01W","SW","o",1.244,0.0108,86.81672026,1.244,4.823151125,""
"319","D01W_pist_05_07242018",3226,"pist","D01W","SW","o",1.305,0.0108,82.75862069,1.305,4.597701149,"high humidity alert on Licor, had to close off H20, VPDL went way up"
"320","D01W_pist_06_07242018",3227,"pist","D01W","SW","o",1.215,0.0102,83.95061728,1.215,4.938271605,""
"321","D01W_pist_07_07242018",591,"pist","D01W","NW","i",1.34,0.0109,81.34328358,1.34,4.47761194,""
"322","D01W_pist_08_07242018",3229,"pist","D01W","NW","o",1.238,0.0107,86.42972536,1.238,4.846526656,""
"323","D01W_pist_09_07242018",3230,"pist","D01W","NW","o",1.184,0.0082,69.25675676,1.184,5.067567568,""
"324","D01W_quru_01_07242018",637,"quru","D01W","NE","o",75.32,0.36201,48.06293149,6,1,""
"325","D02E_acru_01_07242018",3283,"acru","D02E","NE","o",65.54,0.32021,48.85718645,6,1,""
"326","D02E_acru_02_07242018",3284,"acru","D02E","NE","o",48.13,0.20355,42.29170995,6,1,""
"327","D02E_acru_03_07242018",3286,"acru","D02E","SE","o",71.3,0.33772,47.36605891,6,1,""
"328","D02E_acru_04_07242018",3287,"acru","D02E","SE","o",60.39,0.2856,47.29259811,6,1,"some herbivory"
"329","D02E_acru_05_07242018",346,"acru","D02E","SW","i",30.02,0.12185,40.58960693,6,1,"4 maples in veg plot, only one had branches low enough to measure a leaf"
"330","D02E_acru_06_07242018",3289,"acru","D02E","SW","o",63.4,0.3367,53.10725552,6,1,""
"331","D02E_acru_07_07242018",3293,"acru","D02E","NW","o",29.6,0.1255,42.39864865,6,1,""
"332","D02E_fagr_01_07242018",3288,"fagr","D02E","SE","o",43.37,0.12617,29.09153793,6,1,""
"333","D02E_fagr_02_07242018",3290,"fagr","D02E","SW","o",38.49,0.13874,36.04572616,6,1,""
"334","D02E_fagr_03_07242018",3294,"fagr","D02E","NW","o",50.36,0.17055,33.86616362,6,1,""
"335","D02E_pist_01_07242018",3285,"pist","D02E","NE","o",1.198,0.0091,75.95993322,1.198,5.008347245,""
"336","D02E_pist_02_07242018",325,"pist","D02E","SE","i",1.33,0.0104,78.19548872,1.33,4.511278195,"reading failed to stabilize on Licor"
"337","D02E_pist_03_07242018",3295,"pist","D02E","NW","i",1.271,0.0113,88.90637293,1.271,4.720692368,""
"338","D02W_acru_01_07252018",3231,"acru","D02W","NE","o",86.3,0.33823,39.19235226,6,1,""
"339","D02W_acru_02_07252018",3240,"acru","D02W","SW","o",53.85,0.25228,46.84865367,6,1,""
"340","D02W_fagr_01_07252018",3232,"fagr","D02W","NE","o",65.99,0.17053,25.84179421,6,1,"splits into several 2 to 3 cm stems below DBH"
"341","D02W_fagr_02_07252018",3233,"fagr","D02W","NE","o",61.1,0.14407,23.57937807,6,1,""
"342","D02W_fagr_03_07252018",3236,"fagr","D02W","SE","o",46.45,0.1426,30.69967707,6,1,""
"343","D02W_fagr_04_07252018",242,"fagr","D02W","SE","o",78.13,0.2342,29.97568156,6,1,""
"344","D02W_fagr_05_07252018",3237,"fagr","D02W","SE","o",68.41,0.20788,30.38737027,6,1,""
"345","D02W_fagr_06_07252018",3239,"fagr","D02W","SW","i",78.73,0.26481,33.63520894,6,1,""
"346","D02W_pist_01_07252018",259,"pist","D02W","SW","i",1.224,0.0104,84.96732026,1.224,4.901960784,""
"347","D02W_pist_02_07252018",277,"pist","D02W","NW","i",1.336,0.0108,80.83832335,1.336,4.491017964,""
"348","D02W_pist_03_07252018",3242,"pist","D02W","NW","o",1.333,0.0118,88.52213053,1.333,4.501125281,""
"349","D02W_pist_04_07252018",3243,"pist","D02W","NW","o",1.197,0.0096,80.20050125,1.197,5.012531328,""
"350","D03E_acru_01_07262018",3201,"acru","D03E","SE","o",60.64,0.23289,38.40534301,6,1,"redo; shares base with 410"
"351","D03E_acru_02_07262018",3202,"acru","D03E","SE","o",87.68,0.37756,43.06113139,6,1,"redo"
"352","D03E_acru_03_07262018",441,"acru","D03E","SW","o",66.21,0.31616,47.751095,6,1,"redo"
"353","D03E_acru_04_07262018",3205,"acru","D03E","SW","o",51.51,0.21631,41.99378761,6,1,"redo"
"354","D03E_fagr_01_07262018",389,"fagr","D03E","NE","i",65.87,0.20595,31.26613026,6,1,"redo"
"355","D03E_fagr_02_07262018",390,"fagr","D03E","NE","i",53.81,0.14094,26.19215759,6,1,"redo"
"356","D03E_fagr_03_07262018",388,"fagr","D03E","NE","i",69.49,0.24514,35.27701828,6,1,"redo"
"357","D03E_fagr_04_07262018",3208,"fagr","D03E","NW","o",57.02,0.19914,34.92458786,6,1,"redo"
"358","D03E_fagr_05_07262018",3209,"fagr","D03E","NW","o",113.32,0.38874,34.30462407,6,1,"redo"
"359","D03E_fagr_06_07262018",3210,"fagr","D03E","NW","o",66.6,0.19322,29.01201201,6,1,"redo; shares base with 462"
"360","D03E_quru_01_07262018",414,"quru","D03E","SE","o",112.26,0.62268,55.46766435,6,1,"redo"
"361","D03E_quru_02_07262018",3206,"quru","D03E","SW","o",80.11,0.33179,41.4168019,6,1,"redo"
"362","D03W_acru_01_07262018",3187,"acru","D03W","NE","o",86.45,0.36643,42.38635049,6,1,"redo"
"363","D03W_acru_02_07262018",513,"acru","D03W","NE","o",63.48,0.34031,53.60901071,6,1,"redo"
"364","D03W_acru_03_07262018",3188,"acru","D03W","NE","o",86.64,0.46231,53.35987996,6,1,"redo"
"365","D03W_acru_04_07262018",3192,"acru","D03W","SW","o",40.41,0.20221,50.03959416,6,1,"redo"
"366","D03W_acru_05_07262018",3193,"acru","D03W","SW","o",23.52,0.11265,47.89540816,6,1,"redo"
"367","D03W_acru_06_07262018",3196,"acru","D03W","NW","o",38.5,0.19412,50.42077922,6,1,"redo"
"368","D03W_acru_07_07262018",3197,"acru","D03W","NW","o",39.91,0.20145,50.47607116,6,1,"redo"
"369","D03W_acru_08_07262018",3198,"acru","D03W","NW","o",60.02,0.24428,40.69976674,6,1,"redo"
"370","D03W_fagr_01_07262018",526,"fagr","D03W","SE","i",54.79,0.19915,36.3478737,6,1,"redo"
"371","D03W_fagr_02_07262018",527,"fagr","D03W","SE","i",82.28,0.30974,37.6446281,6,1,"redo"
"372","D03W_fagr_03_07262018",3190,"fagr","D03W","SE","o",60.09,0.16473,27.41387918,6,1,"redo"
"373","D03W_fagr_04_07262018",538,"fagr","D03W","SW","o",58.75,0.24479,41.66638298,6,1,"redo"
"374","D04E_acru_01_07122018",148,"acru","D04E","NE","o",95.14,0.4419,46.44734076,6,1,""
"375","D04E_fagr_01_07122018",3301,"fagr","D04E","NE","o",37.61,0.1382,36.7455464,6,1,""
"376","D04E_fagr_02_07122018",3302,"fagr","D04E","SE","i",30.42,0.1218,40.03944773,6,1,""
"377","D04E_pire_01_07122018",3307,"pire","D04E","SW","o",0.833,0.0139,166.8667467,0.833,7.202881152,""
"378","D04E_pist_01_07122018",160,"pist","D04E","NE","i",1.551,0.0089,57.38233398,1.551,3.868471954,""
"379","D04E_pist_02_07122018",161,"pist","D04E","NE","i",1.27,0.0098,77.16535433,1.27,4.724409449,""
"380","D04E_pist_03_07122018",174,"pist","D04E","SE","i",1.478,0.0112,75.77807848,1.478,4.059539919,""
"381","D04E_pist_04_07122018",175,"pist","D04E","SE","o",1.314,0.0104,79.14764079,1.314,4.566210046,""
"382","D04E_pist_05_07122018",3305,"pist","D04E","SW","i",1.511,0.0165,109.1992058,1.511,3.970880212,""
"383","D04E_pist_06_07122018",3306,"pist","D04E","SW","o",1.316,0.0104,79.02735562,1.316,4.559270517,""
"384","D04E_pist_07_07122018",3309,"pist","D04E","NW","o",1.359,0.0096,70.6401766,1.359,4.415011038,""
"385","D04E_pist_08_07122018",196,"pist","D04E","NW","o",1.405,0.0123,87.54448399,1.405,4.270462633,""
"386","D04E_pist_09_07122018",3310,"pist","D04E","NW","o",1.311,0.0114,86.95652174,1.311,4.576659039,""
"387","D04E_quru_01_07122018",154,"quru","D04E","NE","o",113.53,0.5836,51.404915,6,1,""
"388","D04W_acru_01_07122018",3297,"acru","D04W","SE","o",38.16,0.1791,46.93396226,6,1,""
"389","D04W_amel_01_07122018",74,"amel","D04W","SW","o",18.83,0.1226,65.10886883,6,1,""
"390","D04W_amel_02_07122018",3299,"amel","D04W","NW","o",35.84,0.1304,36.38392857,6,1,""
"391","D04W_pire_01_07122018",19,"pire","D04W","NE","o",0.772,0.0143,185.2331606,0.772,7.772020725,""
"392","D04W_pist_01_07122018",15,"pist","D04W","NE","i",1.297,0.0128,98.68928296,1.297,4.626060139,""
"393","D04W_pist_02_07122018",16,"pist","D04W","NE","i",1.376,0.0133,96.65697674,1.376,4.360465116,""
"394","D04W_pist_03_07122018",63,"pist","D04W","SE","o",1.362,0.0119,87.37151248,1.362,4.405286344,""
"395","D04W_pist_04_07122018",60,"pist","D04W","SE","o",1.279,0.0132,103.2056294,1.279,4.691164973,""
"396","D04W_pist_05_07122018",99,"pist","D04W","SW","i",1.544,0.016,103.626943,1.544,3.886010363,""
"397","D04W_pist_06_07122018",101,"pist","D04W","SW","i",1.355,0.013,95.94095941,1.355,4.42804428,""
"398","D04W_pist_07_07122018",100,"pist","D04W","SW","o",1.647,0.016,97.14632665,1.647,3.64298725,""
"399","D04W_pist_08_07122018",131,"pist","D04W","NW","o",1.388,0.0113,81.41210375,1.388,4.322766571,""
"400","D04W_pist_09_07122018",133,"pist","D04W","NW","o",1.38,0.0127,92.02898551,1.38,4.347826087,""
